"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.272155792E0,3.682342529E-2,2.303709412E-1,9.819580078E0,9.822351024E0
3.282186792E0,3.502716064E-2,2.251318359E-1,9.823921051E0,9.826562780E0
3.292218792E0,2.709365845E-2,2.148033142E-1,9.809251556E0,9.811640568E0
3.302249792E0,3.996688843E-2,2.186952209E-1,9.800569611E0,9.803090821E0
3.312280792E0,3.038681030E-2,2.082170105E-1,9.831255798E0,9.833507424E0
3.322312792E0,2.903961182E-2,2.076182556E-1,9.808952179E0,9.811192154E0
3.332343792E0,4.296066284E-2,2.231858826E-1,9.796677704E0,9.799313833E0
3.342374792E0,4.146377563E-2,2.064207458E-1,9.811646576E0,9.813905303E0
3.352406792E0,4.236190796E-2,2.016307068E-1,9.834399261E0,9.836557239E0
3.362437792E0,4.460723877E-2,2.270777893E-1,9.832303619E0,9.835026619E0
3.372468792E0,5.912704468E-2,2.273771667E-1,9.810000000E0,9.812812868E0
3.382500792E0,6.077362061E-2,2.198927307E-1,9.801767120E0,9.804421703E0
3.392531792E0,5.059478760E-2,2.209405518E-1,9.819280701E0,9.821896357E0
3.402562792E0,5.852828979E-2,2.165995789E-1,9.816586304E0,9.819150045E0
3.412594792E0,7.349716187E-2,2.071691895E-1,9.814939728E0,9.817401019E0
3.422625792E0,7.125183105E-2,2.040257263E-1,9.819131012E0,9.821508904E0
3.432656792E0,8.622070312E-2,2.180964661E-1,9.809700623E0,9.812503574E0
3.442688792E0,7.589218140E-2,2.381547546E-1,9.830207977E0,9.833385286E0
3.452719792E0,7.649093628E-2,2.359094238E-1,9.824968872E0,9.828098364E0
3.462750792E0,5.628295898E-2,2.206411743E-1,9.808802490E0,9.811445184E0
3.472782792E0,3.802093506E-2,1.959425354E-1,9.824968872E0,9.826996103E0
3.482813792E0,1.631607056E-2,2.128573608E-1,9.808952179E0,9.811275010E0
3.492844792E0,1.302291870E-2,2.154020691E-1,9.803862762E0,9.806237439E0
3.502876792E0,2.395019531E-2,2.233355713E-1,9.797126770E0,9.799701288E0
3.512907792E0,3.832031250E-2,2.136058044E-1,9.827962646E0,9.830358369E0
3.522938792E0,4.026626587E-2,2.161505127E-1,9.829010468E0,9.831469330E0
3.532970792E0,1.781295776E-2,2.201921082E-1,9.829010468E0,9.831492696E0
3.543001792E0,2.125579834E-2,2.137554932E-1,9.807754669E0,9.810106772E0
3.553033792E0,4.116439819E-2,2.133064270E-1,9.812844086E0,9.815248504E0
3.563064792E0,4.430786133E-2,2.288740540E-1,9.823921051E0,9.826686692E0
3.573095792E0,4.924758911E-2,2.091151428E-1,9.812544708E0,9.814896236E0
3.583127792E0,4.490661621E-2,2.055226135E-1,9.807754669E0,9.810010591E0
3.593158792E0,4.011657715E-2,2.110610962E-1,9.810299377E0,9.812651528E0
3.603189792E0,6.361770630E-2,2.195933533E-1,9.829609222E0,9.832267588E0
3.613221792E0,4.490661621E-2,2.151026917E-1,9.812993774E0,9.815453764E0
3.623252792E0,4.655319214E-2,2.284249878E-1,9.811796265E0,9.814565253E0
3.633283792E0,5.089416504E-2,2.281256104E-1,9.819280701E0,9.822062156E0
3.643315792E0,6.376739502E-2,2.160008240E-1,9.829010468E0,9.831590380E0
3.653346792E0,5.224136353E-2,2.360591125E-1,9.821376343E0,9.824351700E0
3.663377792E0,6.526428223E-2,2.180964661E-1,9.815089417E0,9.817729154E0
3.673409792E0,6.271957397E-2,2.031275940E-1,9.789642334E0,9.791950347E0
3.683440792E0,4.954696655E-2,2.088157654E-1,9.820777588E0,9.823122281E0
3.693471792E0,5.149291992E-2,2.177970886E-1,9.832602997E0,9.835149658E0
3.703503792E0,5.044509888E-2,2.110610962E-1,9.808203735E0,9.810604059E0
3.713534792E0,5.328918457E-2,2.183958435E-1,9.802216187E0,9.804793657E0
3.723565792E0,3.817062378E-2,2.285746765E-1,9.822424164E0,9.825157497E0
3.733597792E0,5.119354248E-2,2.312690735E-1,9.829908600E0,9.832762035E0
3.743628792E0,4.954696655E-2,2.136058044E-1,9.819580078E0,9.822028062E0
3.753659792E0,4.819976807E-2,1.954934692E-1,9.815089417E0,9.817154433E0
3.763691792E0,3.023712158E-2,2.118095398E-1,9.804012451E0,9.806346807E0
3.773722792E0,4.430786133E-2,2.118095398E-1,9.813442841E0,9.815828383E0
3.783753792E0,4.805007935E-2,2.110610962E-1,9.812544708E0,9.814931953E0
3.793785792E0,3.607498169E-2,2.171983337E-1,9.807904358E0,9.810375345E0
3.803816792E0,3.742218018E-2,2.218386841E-1,9.815388794E0,9.817966694E0
3.813847792E0,3.876937866E-2,2.228865051E-1,9.824519806E0,9.827124242E0
3.823879792E0,2.978805542E-2,2.228865051E-1,9.830956421E0,9.833527845E0
3.833910792E0,2.978805542E-2,2.260299683E-1,9.804461517E0,9.807111834E0
3.843942792E0,4.460723877E-2,2.077679443E-1,9.814490662E0,9.816790936E0
3.853973792E0,5.044509888E-2,2.219883728E-1,9.810149689E0,9.812790656E0
3.864004792E0,5.313949585E-2,2.143542480E-1,9.807604980E0,9.810091080E0
3.874036792E0,5.718109131E-2,2.180964661E-1,9.815239105E0,9.817828397E0
3.884067792E0,5.972579956E-2,2.122586060E-1,9.821825409E0,9.824300242E0
3.894098792E0,5.792953491E-2,2.052232361E-1,9.811047821E0,9.813364956E0
3.904129792E0,5.673202515E-2,2.110610962E-1,9.818382568E0,9.820814710E0
3.914161792E0,6.436614990E-2,2.174977112E-1,9.809251556E0,9.811873641E0
3.924192792E0,6.915618896E-2,2.155517578E-1,9.815987549E0,9.818597491E0
3.934224792E0,5.763015747E-2,2.204914856E-1,9.830207977E0,9.832849364E0
3.944255792E0,5.134323120E-2,2.092648315E-1,9.818382568E0,9.820746619E0
3.954286792E0,5.643264771E-2,2.157014465E-1,9.813143463E0,9.815676053E0
3.964318792E0,4.760101318E-2,2.294728088E-1,9.813143463E0,9.815941537E0
3.974349792E0,4.595443726E-2,2.152523804E-1,9.814340973E0,9.816808755E0
3.984380792E0,3.757186890E-2,2.086660767E-1,9.829309845E0,9.831596269E0
3.994412792E0,4.445755005E-2,2.306703186E-1,9.824370117E0,9.827178307E0
4.004443792E0,4.730163574E-2,2.224374390E-1,9.811945953E0,9.814580951E0
4.014474792E0,3.472778320E-2,2.185455322E-1,9.808503113E0,9.810999005E0
4.024506792E0,4.236190796E-2,2.188449097E-1,9.811646576E0,9.814178323E0
4.034537792E0,4.849914551E-2,2.107617188E-1,9.822274475E0,9.824655136E0
4.044568792E0,4.326004028E-2,2.168989563E-1,9.830357666E0,9.832845388E0
4.054600792E0,3.607498169E-2,2.261796570E-1,9.816735992E0,9.819407527E0
4.064631792E0,3.577560425E-2,2.191442871E-1,9.814041595E0,9.816553191E0
4.074662792E0,3.682342529E-2,2.180964661E-1,9.815388794E0,9.817880586E0
4.084694792E0,5.074447632E-2,2.163002014E-1,9.810299377E0,9.812814818E0
4.094725792E0,4.266128540E-2,2.106120300E-1,9.793833618E0,9.796190808E0
4.104756792E0,4.415817261E-2,2.189945984E-1,9.799521790E0,9.802067939E0
4.114788792E0,3.966751099E-2,2.167492676E-1,9.803413696E0,9.805889753E0
4.124819792E0,4.580474854E-2,2.173480225E-1,9.819729767E0,9.822241645E0
4.134851792E0,4.909790039E-2,2.320175171E-1,9.826316071E0,9.829177496E0
4.144882792E0,5.284011841E-2,2.180964661E-1,9.808054047E0,9.810620894E0
4.154913792E0,4.969665527E-2,2.188449097E-1,9.804611206E0,9.807179195E0
4.164945792E0,5.972579956E-2,2.285746765E-1,9.813143463E0,9.815986867E0
4.174976792E0,6.062393188E-2,2.228865051E-1,9.815837860E0,9.818555217E0
4.185007792E0,6.975494385E-2,2.179467773E-1,9.807305603E0,9.809975012E0
4.195039792E0,6.047424316E-2,2.164498901E-1,9.800270233E0,9.802846746E0
4.205070792E0,5.613327026E-2,2.168989563E-1,9.815089417E0,9.817646172E0
4.215101792E0,6.017486572E-2,2.131567383E-1,9.815388794E0,9.817887450E0
4.225133792E0,7.140151978E-2,2.161505127E-1,9.812544708E0,9.815184811E0
4.235164792E0,6.376739502E-2,2.227368164E-1,9.813592529E0,9.816327027E0
4.245195792E0,5.044509888E-2,2.230361938E-1,9.820328522E0,9.822990488E0
4.255227792E0,6.331832886E-2,2.273771667E-1,9.818083191E0,9.820919872E0
4.265258792E0,4.340972900E-2,2.186952209E-1,9.814640350E0,9.817172567E0
4.275289792E0,2.454895020E-2,2.219883728E-1,9.812395020E0,9.814936450E0
4.285321792E0,3.936813354E-2,2.216889954E-1,9.818681946E0,9.821263209E0
4.295352792E0,4.281097412E-2,2.079176331E-1,9.813742218E0,9.816037838E0
4.305383792E0,3.113525391E-2,2.121089172E-1,9.815239105E0,9.817580063E0
4.315415792E0,3.158432007E-2,2.103126526E-1,9.801018677E0,9.803325766E0
4.325446792E0,4.715194702E-2,2.134561157E-1,9.801916809E0,9.804354132E0
4.335477792E0,3.173400879E-2,2.128573608E-1,9.823322296E0,9.825679429E0
4.345509792E0,4.640350342E-2,2.233355713E-1,9.818232880E0,9.820882289E0
4.355540792E0,5.014572144E-2,2.161505127E-1,9.817783813E0,9.820290965E0
4.365571792E0,3.233276367E-2,2.243833923E-1,9.815089417E0,9.817707144E0
4.375603792E0,4.296066284E-2,2.237846375E-1,9.804760895E0,9.807408495E0
4.385634792E0,4.370910645E-2,2.010319519E-1,9.802216187E0,9.804374865E0
4.395665792E0,5.284011841E-2,2.059716797E-1,9.822573853E0,9.824875241E0
4.405697792E0,4.071533203E-2,2.140548706E-1,9.827214203E0,9.829629505E0
4.415728792E0,4.191284180E-2,2.149530029E-1,9.820777588E0,9.823219122E0
4.425759792E0,4.266128540E-2,2.246827698E-1,9.821675720E0,9.824337957E0
4.435791792E0,5.763015747E-2,2.194436646E-1,9.812245331E0,9.814868068E0
4.445822792E0,5.104385376E-2,2.216889954E-1,9.810449066E0,9.813086281E0
4.455854792E0,6.571334839E-2,2.179467773E-1,9.824968872E0,9.827605628E0
4.465885792E0,5.493576050E-2,2.127076721E-1,9.831555176E0,9.834009338E0
4.475916792E0,5.598358154E-2,2.176473999E-1,9.819280701E0,9.821852067E0
4.485948792E0,4.879852295E-2,2.179467773E-1,9.812993774E0,9.815535080E0
4.495979792E0,4.535568237E-2,2.164498901E-1,9.817185059E0,9.819675665E0
4.506010792E0,6.197113037E-2,2.131567383E-1,9.808054047E0,9.810565753E0
4.516042792E0,4.565505981E-2,2.188449097E-1,9.808503113E0,9.811050443E0
4.526073792E0,4.565505981E-2,2.194436646E-1,9.820328522E0,9.822886143E0
4.536104792E0,5.119354248E-2,2.237846375E-1,9.820029144E0,9.822712087E0
4.546136792E0,4.340972900E-2,2.122586060E-1,9.833501129E0,9.835887483E0
4.556167792E0,4.281097412E-2,2.234852600E-1,9.838740234E0,9.841371238E0
4.566198792E0,4.924758911E-2,2.110610962E-1,9.819729767E0,9.822121197E0
4.576230792E0,5.748046875E-2,2.212399292E-1,9.815837860E0,9.818499071E0
4.586261792E0,4.849914551E-2,2.085163879E-1,9.811945953E0,9.814281158E0
4.596292792E0,4.999603271E-2,2.281256104E-1,9.812395020E0,9.815173810E0
4.606324792E0,4.999603271E-2,2.210902405E-1,9.824370117E0,9.826984721E0
4.616355792E0,5.703140259E-2,2.155517578E-1,9.823921051E0,9.826451036E0
4.626386792E0,4.385879517E-2,2.234852600E-1,9.807006226E0,9.809650369E0
4.636418792E0,4.415817261E-2,2.179467773E-1,9.804760895E0,9.807282343E0
4.646449792E0,4.355941772E-2,2.321672058E-1,9.811347198E0,9.814190383E0
4.656480792E0,4.520599365E-2,2.089654541E-1,9.830657043E0,9.832981646E0
4.666512792E0,3.757186890E-2,2.195933533E-1,9.811047821E0,9.813576934E0
4.676543792E0,3.697311401E-2,2.124082947E-1,9.824819183E0,9.827184555E0
4.686575792E0,5.239105225E-2,2.167492676E-1,9.807754669E0,9.810289329E0
4.696606792E0,5.927673340E-2,2.231858826E-1,9.812544708E0,9.815261551E0
4.706637792E0,5.224136353E-2,2.145039368E-1,9.809401245E0,9.811885338E0
4.716669792E0,4.071533203E-2,2.333647156E-1,9.819430389E0,9.822287412E0
4.726700792E0,4.999603271E-2,2.197430420E-1,9.826016693E0,9.828600646E0
4.736731792E0,3.098556519E-2,2.134561157E-1,9.828711090E0,9.831077525E0
4.746763792E0,4.056564331E-2,2.112107849E-1,9.813143463E0,9.815499997E0
4.756794792E0,5.553451538E-2,2.052232361E-1,9.813293152E0,9.815595914E0
4.766825792E0,4.490661621E-2,2.139051819E-1,9.817933502E0,9.820366097E0
4.776857792E0,4.296066284E-2,2.133064270E-1,9.826016693E0,9.828425576E0
4.786888792E0,5.179229736E-2,2.167492676E-1,9.823471985E0,9.825999416E0
4.796919792E0,4.535568237E-2,2.230361938E-1,9.823322296E0,9.825958641E0
4.806951792E0,5.059478760E-2,2.194436646E-1,9.815089417E0,9.817672617E0
4.816982792E0,4.894821167E-2,2.243833923E-1,9.808353424E0,9.811041776E0
4.827013792E0,3.742218018E-2,2.278262329E-1,9.815688171E0,9.818403103E0
4.837045792E0,3.936813354E-2,2.167492676E-1,9.815837860E0,9.818309579E0
4.847076792E0,4.131408691E-2,2.085163879E-1,9.818681946E0,9.820982695E0
4.857107792E0,5.358856201E-2,2.204914856E-1,9.823022919E0,9.825643363E0
4.867139792E0,5.748046875E-2,2.195933533E-1,9.826316071E0,9.828937520E0
4.877170792E0,5.733078003E-2,2.207908630E-1,9.818831635E0,9.821481054E0
4.887201792E0,5.748046875E-2,2.180964661E-1,9.808503113E0,9.811095932E0
4.897233792E0,5.553451538E-2,2.236349487E-1,9.818981323E0,9.821684728E0
4.907264792E0,5.328918457E-2,2.168989563E-1,9.826615448E0,9.829153374E0
4.917296792E0,5.643264771E-2,2.216889954E-1,9.811347198E0,9.814013680E0
4.927327792E0,4.340972900E-2,2.270777893E-1,9.824519806E0,9.827239599E0
4.937358792E0,4.969665527E-2,2.272274780E-1,9.826615448E0,9.829367897E0
4.947390792E0,4.924758911E-2,2.288740540E-1,9.814041595E0,9.816833557E0
4.957421458E0,5.523513794E-2,2.297721863E-1,9.817334747E0,9.820178599E0
4.967452458E0,5.239105225E-2,2.302212524E-1,9.825417938E0,9.828254388E0
4.977484458E0,5.029541016E-2,2.176473999E-1,9.822124786E0,9.824664643E0
4.987515458E0,5.538482666E-2,2.234852600E-1,9.816137238E0,9.818837172E0
4.997546458E0,4.520599365E-2,2.216889954E-1,9.816885681E0,9.819492557E0
5.007578458E0,3.906875610E-2,2.206411743E-1,9.817484436E0,9.820041219E0
5.017609458E0,5.029541016E-2,2.170486450E-1,9.810898132E0,9.813427633E0
5.027640458E0,4.984634399E-2,2.079176331E-1,9.814790039E0,9.817118616E0
5.037672458E0,4.191284180E-2,2.158511353E-1,9.820627899E0,9.823089164E0
5.047703458E0,5.942642212E-2,2.398013306E-1,9.821376343E0,9.824483164E0
5.057734458E0,5.029541016E-2,2.269281006E-1,9.807305603E0,9.810059591E0
5.067766458E0,3.802093506E-2,2.185455322E-1,9.800868988E0,9.803379043E0
5.077797458E0,3.981719971E-2,2.243833923E-1,9.810000000E0,9.812646601E0
5.087828458E0,4.400848389E-2,2.130070496E-1,9.823172607E0,9.825580330E0
5.097860458E0,4.625381470E-2,2.191442871E-1,9.821975098E0,9.824528409E0
5.107891458E0,4.550537109E-2,2.185455322E-1,9.804611206E0,9.807152175E0
5.117922458E0,4.460723877E-2,2.206411743E-1,9.815388794E0,9.817969724E0
5.127954458E0,4.326004028E-2,2.098635864E-1,9.815987549E0,9.818326014E0
5.137985458E0,3.083587646E-2,2.094145203E-1,9.816885681E0,9.819167468E0
5.148017458E0,4.370910645E-2,2.332150269E-1,9.804461517E0,9.807332225E0
5.158048458E0,6.032455444E-2,2.368075562E-1,9.813143463E0,9.816185690E0
5.168079458E0,4.969665527E-2,2.176473999E-1,9.821376343E0,9.823913345E0
5.178111458E0,5.493576050E-2,2.130070496E-1,9.829758911E0,9.832220003E0
5.188142458E0,4.999603271E-2,2.257305908E-1,9.814939728E0,9.817662439E0
5.198173458E0,4.101470947E-2,2.146536255E-1,9.807155914E0,9.809590487E0
5.208205458E0,4.894821167E-2,2.061213684E-1,9.810748444E0,9.813035563E0
5.218236458E0,4.685256958E-2,2.251318359E-1,9.833201752E0,9.835890209E0
5.228267458E0,5.912704468E-2,2.201921082E-1,9.822573853E0,9.825219471E0
5.238299458E0,4.954696655E-2,2.297721863E-1,9.810898132E0,9.813713483E0
5.248330458E0,5.807922363E-2,2.252815247E-1,9.812245331E0,9.815002975E0
5.258361458E0,4.640350342E-2,2.168989563E-1,9.822573853E0,9.825077889E0
5.268393458E0,4.490661621E-2,2.219883728E-1,9.805209961E0,9.807825336E0
5.278424458E0,3.847000122E-2,2.218386841E-1,9.815688171E0,9.818270042E0
5.288455458E0,4.834945679E-2,2.185455322E-1,9.807455292E0,9.810009129E0
5.298487458E0,4.221221924E-2,2.165995789E-1,9.820178833E0,9.822657968E0
5.308518458E0,3.682342529E-2,2.354603577E-1,9.809251556E0,9.812146230E0
5.318549458E0,4.206253052E-2,2.234852600E-1,9.792336731E0,9.794976956E0
5.328581458E0,4.864883423E-2,2.173480225E-1,9.798174591E0,9.800705699E0
5.338612458E0,3.697311401E-2,2.258802795E-1,9.810449066E0,9.813118760E0
5.348643458E0,3.936813354E-2,2.309696960E-1,9.802665253E0,9.805464951E0
5.358675458E0,4.775070190E-2,2.107617188E-1,9.798773346E0,9.801156040E0
5.368706458E0,5.298980713E-2,2.136058044E-1,9.816137238E0,9.818604057E0
5.378738458E0,4.191284180E-2,2.137554932E-1,9.812694397E0,9.815111789E0
5.388769458E0,4.355941772E-2,2.192939758E-1,9.808952179E0,9.811499891E0
5.398800458E0,4.206253052E-2,2.116598511E-1,9.819280701E0,9.821651726E0
5.408832458E0,4.206253052E-2,2.148033142E-1,9.833950195E0,9.836385828E0
5.418863458E0,2.874023438E-2,2.116598511E-1,9.822873230E0,9.825195387E0
5.428894458E0,3.787124634E-2,2.246827698E-1,9.806706848E0,9.809353484E0
5.438926458E0,5.269042969E-2,2.245330811E-1,9.803413696E0,9.806126222E0
5.448957458E0,3.906875610E-2,2.125579834E-1,9.812095642E0,9.814475440E0
5.458988458E0,5.119354248E-2,2.263293457E-1,9.828711090E0,9.831449916E0
5.469020458E0,5.867797852E-2,2.125579834E-1,9.808802490E0,9.811280767E0
5.479051458E0,5.358856201E-2,2.154020691E-1,9.823771362E0,9.826278724E0
5.489082458E0,5.987548828E-2,2.225871277E-1,9.822873230E0,9.825577265E0
5.499114458E0,5.598358154E-2,2.285746765E-1,9.829758911E0,9.832575491E0
5.509145458E0,6.107299805E-2,2.303709412E-1,9.831704865E0,9.834593089E0
5.519176458E0,5.493576050E-2,2.170486450E-1,9.822573853E0,9.825125197E0
5.529208458E0,4.805007935E-2,2.065704346E-1,9.815089417E0,9.817380527E0
5.539239458E0,4.730163574E-2,2.134561157E-1,9.807006226E0,9.809443005E0
5.549271458E0,4.879852295E-2,2.070195007E-1,9.813143463E0,9.815448181E0
5.559302458E0,4.370910645E-2,2.089654541E-1,9.807904358E0,9.810227568E0
5.569333458E0,4.505630493E-2,2.158511353E-1,9.819430389E0,9.821905872E0
5.579365458E0,5.448669434E-2,2.164498901E-1,9.823172607E0,9.825708088E0
5.589396458E0,3.981719971E-2,2.252815247E-1,9.808503113E0,9.811170699E0
5.599427458E0,3.562591553E-2,2.264790344E-1,9.812694397E0,9.815372295E0
5.609459458E0,4.026626587E-2,2.176473999E-1,9.806108093E0,9.808605798E0
5.619490458E0,5.343887329E-2,2.179467773E-1,9.810898132E0,9.813464153E0
5.629521458E0,5.014572144E-2,2.107617188E-1,9.828711090E0,9.831098453E0
5.639553458E0,4.131408691E-2,2.028282166E-1,9.810748444E0,9.812931833E0
5.649584458E0,3.712280273E-2,2.080673218E-1,9.814340973E0,9.816616466E0
5.659615458E0,3.891906738E-2,2.209405518E-1,9.817783813E0,9.820346655E0
5.669647458E0,5.583389282E-2,2.252815247E-1,9.820777588E0,9.823519818E0
5.679678458E0,4.430786133E-2,2.272274780E-1,9.819729767E0,9.822458359E0
5.689709458E0,5.313949585E-2,2.285746765E-1,9.803862762E0,9.806670957E0
5.699741458E0,4.879852295E-2,2.207908630E-1,9.811047821E0,9.813653206E0
5.709772458E0,6.122268677E-2,2.104623413E-1,9.814041595E0,9.816488937E0
5.719803458E0,5.328918457E-2,2.246827698E-1,9.805659027E0,9.808377595E0
5.729835458E0,3.652404785E-2,2.279759216E-1,9.808952179E0,9.811669067E0
5.739866458E0,4.924758911E-2,2.109114075E-1,9.834548950E0,9.836933567E0
5.749898458E0,4.131408691E-2,2.203417969E-1,9.826765137E0,9.829321971E0
5.759929458E0,4.819976807E-2,2.299218750E-1,9.816137238E0,9.818947884E0
5.769960458E0,6.676116943E-2,2.276765442E-1,9.807604980E0,9.810474459E0
5.779992458E0,4.610412598E-2,2.136058044E-1,9.806257782E0,9.808692304E0
5.790023458E0,5.748046875E-2,2.152523804E-1,9.824070740E0,9.826596740E0
5.800054458E0,7.214996338E-2,2.116598511E-1,9.829758911E0,9.832302160E0
5.810086458E0,5.822891235E-2,2.198927307E-1,9.819131012E0,9.821765485E0
5.820117458E0,5.987548828E-2,2.155517578E-1,9.801767120E0,9.804319778E0
5.830148458E0,5.658233643E-2,2.059716797E-1,9.812095642E0,9.814420349E0
5.840180458E0,5.508544922E-2,2.074685669E-1,9.811496887E0,9.813844750E0
5.850211458E0,4.191284180E-2,2.095642090E-1,9.822573853E0,9.824898520E0
5.860242458E0,4.161346436E-2,2.098635864E-1,9.812544708E0,9.814876874E0
5.870274458E0,4.685256958E-2,2.228865051E-1,9.804760895E0,9.807405863E0
5.880305458E0,4.311035156E-2,2.338137817E-1,9.818831635E0,9.821709732E0
5.890336458E0,5.373825073E-2,2.242337036E-1,9.829010468E0,9.831714770E0
5.900368458E0,4.760101318E-2,2.231858826E-1,9.810149689E0,9.812803611E0
5.910399458E0,4.640350342E-2,2.213896179E-1,9.805659027E0,9.808267717E0
5.920431458E0,4.580474854E-2,2.052232361E-1,9.819879456E0,9.822130480E0
5.930462458E0,4.475692749E-2,2.142045593E-1,9.793983307E0,9.796427706E0
5.940493458E0,3.876937866E-2,2.100132751E-1,9.828262024E0,9.830582030E0
5.950525458E0,3.577560425E-2,2.221380615E-1,9.812844086E0,9.815423285E0
5.960556083E0,3.832031250E-2,2.240840149E-1,9.800569611E0,9.803205944E0
5.970587083E0,5.643264771E-2,2.062710571E-1,9.813891907E0,9.816221613E0
5.980619083E0,4.311035156E-2,2.185455322E-1,9.815538483E0,9.818065815E0
5.990650083E0,4.251159668E-2,2.209405518E-1,9.817783813E0,9.820361550E0
6.000681083E0,4.430786133E-2,2.254312134E-1,9.818382568E0,9.821070139E0
6.010713083E0,5.748046875E-2,2.206411743E-1,9.823921051E0,9.826566610E0
6.020744083E0,4.849914551E-2,2.119592285E-1,9.819131012E0,9.821538205E0
6.030775083E0,5.598358154E-2,2.300715637E-1,9.816735992E0,9.819591266E0
6.040807083E0,5.313949585E-2,2.125579834E-1,9.817933502E0,9.820377944E0
6.050838083E0,3.757186890E-2,2.222877502E-1,9.817484436E0,9.820072512E0
6.060869083E0,5.957611084E-2,2.137554932E-1,9.810748444E0,9.813257652E0
6.070901083E0,4.864883423E-2,2.089654541E-1,9.815089417E0,9.817434162E0
6.080932083E0,4.490661621E-2,2.252815247E-1,9.816137238E0,9.818824707E0
6.090964083E0,6.002517700E-2,2.218386841E-1,9.823771362E0,9.826459139E0
6.100995083E0,5.688171387E-2,2.231858826E-1,9.804012451E0,9.806717474E0
6.111026083E0,5.433700562E-2,2.246827698E-1,9.811496887E0,9.814219583E0
6.121058083E0,4.924758911E-2,2.164498901E-1,9.806257782E0,9.808769931E0
6.131089083E0,4.834945679E-2,2.155517578E-1,9.820328522E0,9.822812861E0
6.141120083E0,5.104385376E-2,2.228865051E-1,9.807006226E0,9.809671502E0
6.151152083E0,4.116439819E-2,2.180964661E-1,9.806407471E0,9.808918802E0
6.161183083E0,5.014572144E-2,2.236349487E-1,9.826615448E0,9.829287784E0
6.171214083E0,4.146377563E-2,2.261796570E-1,9.818981323E0,9.821673519E0
6.181246083E0,4.026626587E-2,2.212399292E-1,9.826316071E0,9.828888849E0
6.191277083E0,3.517684937E-2,2.157014465E-1,9.817634125E0,9.820066412E0
6.201308083E0,4.340972900E-2,2.198927307E-1,9.799521790E0,9.802084703E0
6.211340083E0,4.775070190E-2,2.058219910E-1,9.811047821E0,9.813322687E0
6.221371083E0,4.819976807E-2,2.243833923E-1,9.813891907E0,9.816575038E0
6.231402083E0,4.206253052E-2,2.143542480E-1,9.820029144E0,9.822458419E0
6.241434083E0,4.760101318E-2,2.245330811E-1,9.815388794E0,9.818072017E0
6.251465083E0,3.712280273E-2,2.043251038E-1,9.826465759E0,9.828659938E0
6.261497083E0,5.598358154E-2,2.109114075E-1,9.812245331E0,9.814671478E0
6.271528083E0,5.254074097E-2,2.171983337E-1,9.820927277E0,9.823469256E0
6.281559083E0,4.834945679E-2,2.186952209E-1,9.814490662E0,9.817046003E0
6.291591083E0,4.700225830E-2,2.155517578E-1,9.811347198E0,9.813827267E0
6.301622083E0,5.254074097E-2,2.294728088E-1,9.809850311E0,9.812674530E0
6.311653083E0,5.852828979E-2,2.309696960E-1,9.805209961E0,9.808104554E0
6.321685083E0,5.343887329E-2,2.209405518E-1,9.804311829E0,9.806946562E0
6.331716083E0,4.655319214E-2,2.170486450E-1,9.805808716E0,9.808321053E0
6.341747083E0,5.134323120E-2,2.017803955E-1,9.810898132E0,9.813107236E0
6.351779083E0,5.927673340E-2,2.092648315E-1,9.819280701E0,9.821689212E0
6.361810083E0,4.939727783E-2,2.113604736E-1,9.808054047E0,9.810455521E0
6.371841083E0,4.041595459E-2,2.040257263E-1,9.806706848E0,9.808912231E0
6.381873083E0,5.194198608E-2,2.149530029E-1,9.799072723E0,9.801567681E0
6.391904083E0,4.101470947E-2,2.278262329E-1,9.811047821E0,9.813778393E0
6.401935083E0,5.403762817E-2,2.360591125E-1,9.817185059E0,9.820171406E0
6.411967083E0,3.397933960E-2,2.225871277E-1,9.822124786E0,9.824705336E0
6.421998083E0,3.532653809E-2,2.183958435E-1,9.825118561E0,9.827609040E0
6.432030083E0,4.655319214E-2,2.195933533E-1,9.819280701E0,9.821846156E0
6.442061083E0,4.999603271E-2,2.157014465E-1,9.812095642E0,9.814593604E0
6.452092083E0,5.089416504E-2,2.194436646E-1,9.815987549E0,9.818572060E0
6.462124083E0,4.236190796E-2,2.104623413E-1,9.820328522E0,9.822674850E0
6.472155083E0,4.311035156E-2,2.094145203E-1,9.821226654E0,9.823553631E0
6.482186083E0,5.284011841E-2,2.219883728E-1,9.824669495E0,9.827319146E0
6.492218083E0,5.882766724E-2,2.329156494E-1,9.825268250E0,9.828204646E0
6.502249083E0,5.613327026E-2,2.303709412E-1,9.822124786E0,9.824986363E0
6.512280083E0,4.700225830E-2,2.221380615E-1,9.821975098E0,9.824599195E0
6.522312083E0,5.104385376E-2,2.275268555E-1,9.814340973E0,9.817110709E0
6.532343083E0,5.418731689E-2,2.173480225E-1,9.809401245E0,9.811958480E0
6.542374083E0,5.388793945E-2,2.086660767E-1,9.820627899E0,9.822992303E0
6.552406083E0,5.044509888E-2,2.160008240E-1,9.813891907E0,9.816398292E0
6.562437083E0,4.535568237E-2,2.106120300E-1,9.829160156E0,9.831520937E0
6.572469083E0,4.206253052E-2,2.052232361E-1,9.809251556E0,9.811488263E0
6.582500083E0,5.508544922E-2,2.064207458E-1,9.814191284E0,9.816516413E0
